4026.4,686.64,-555.81
187.36,-2808.3,47.75
187.36,4181.5,47.75
-3651.7,686.64,651.31
4073.2,643.39,-558.59
234.14,-2851.5,44.973
234.14,4138.3,44.973
-3604.9,643.39,648.54
3784.8,682.37,-1370.9
-54.322,-2812.5,-767.39
-54.322,4177.3,-767.39
-3893.4,682.37,-163.82
4183.8,690.1,166.6
344.75,-2804.8,770.16
344.75,4185,770.16
-3494.3,690.1,1373.7
3831.5,639.11,-1373.7
-7.5459,-2855.8,-770.16
-7.5459,4134,-770.16
-3846.6,639.11,-166.6
3942.1,685.82,-648.54
103.06,-2809.1,-44.973
103.06,4180.7,-44.973
-3736,685.82,558.59
4230.6,646.85,163.82
391.52,-2848.1,767.39
391.52,4141.7,767.39
-3447.6,646.85,1370.9
4032.4,643.34,-504.59
193.34,-2851.6,98.974
193.34,4138.2,98.974
-3645.7,643.34,702.54
4073.2,685.9,-558.59
234.14,-2809,44.973
234.14,4180.8,44.973
-3604.9,685.9,648.54
4120,642.65,-561.37
280.91,-2852.3,42.195
280.91,4137.6,42.195
-3558.2,642.65,645.76
3831.5,681.63,-1373.7
-7.5459,-2813.3,-770.16
-7.5459,4176.5,-770.16
-3846.6,681.63,-166.6
4230.6,689.36,163.82
391.52,-2805.5,767.39
391.52,4184.3,767.39
-3447.6,689.36,1370.9
3878.3,638.37,-1376.5
39.23,-2856.5,-772.94
39.23,4133.3,-772.94
-3799.8,638.37,-169.38
3988.9,685.08,-651.31
149.84,-2809.8,-47.75
149.84,4180,-47.75
-3689.2,685.08,555.81
4277.4,646.11,161.05
438.3,-2848.8,764.61
438.3,4141,764.61
-3400.8,646.11,1368.2
4079.2,642.6,-507.37
240.12,-2852.3,96.197
240.12,4137.5,96.197
-3599,642.6,699.76
3784.8,161.95,-1370.9
-54.322,-3333,-767.39
-54.322,3656.8,-767.39
-3893.4,161.95,-163.82
3831.5,118.69,-1373.7
-7.5459,-3376.2,-770.16
-7.5459,3613.6,-770.16
-3846.6,118.69,-166.6
